,bTOP,bJUG,bMID,bADC,bSUP,rTOP,rJUG,rMID,rADC,rSUP,win
0,Singed,Diana,Qiyana,Jinx,Lulu,Kennen,Ekko,Lucian,Ezreal,Yuumi,True
0,Gragas,LeeSin,Orianna,Jhin,Leona,Kennen,Kindred,Zoe,Lucian,Nami,False
0,Kennen,LeeSin,TwistedFate,Kindred,Rell,Sylas,Graves,Ryze,Jhin,Anivia,True
0,Jax,Graves,Sylas,Lucian,Nami,Camille,RekSai,TwistedFate,Jhin,Rakan,True
0,Camille,Graves,TwistedFate,Jinx,Lulu,Jax,Nidalee,Yasuo,Aphelios,Thresh,False
0,Camille,LeeSin,Vayne,Aphelios,Blitzcrank,Olaf,Nidalee,Sion,Jinx,Thresh,False
0,Akali,RekSai,Viktor,MissFortune,Leona,Sylas,Elise,Qiyana,Jinx,Alistar,False
0,Ryze,Shaco,Syndra,Draven,Rell,Kennen,Gragas,Talon,Jinx,Rakan,False
0,Sylas,Graves,TwistedFate,Samira,Leona,Teemo,LeeSin,Zoe,Aphelios,Thresh,True
0,Gangplank,Ekko,Zed,MissFortune,Leona,Olaf,LeeSin,Sylas,Tristana,Alistar,False
0,Riven,Taliyah,Yasuo,Jhin,Leona,Sett,Rumble,Vex,MissFortune,Braum,False
0,Cassiopeia,Graves,Zoe,Jhin,Leona,Jayce,Kindred,Sylas,Senna,Karma,True
0,Kennen,Nidalee,Yone,Jhin,Thresh,Jayce,XinZhao,TwistedFate,Aphelios,Lulu,False
0,Cassiopeia,Gragas,Aatrox,Samira,Zac,Gwen,Graves,Zoe,Lucian,Yuumi,False
0,Camille,Ekko,Yone,Aphelios,Lulu,Jax,Graves,Akali,Lucian,Nami,True
0,Kennen,LeeSin,Sylas,Lucian,Anivia,Cassiopeia,Gragas,Yasuo,Caitlyn,Alistar,False
0,Cassiopeia,XinZhao,Yone,Vayne,Yuumi,Singed,Olaf,Sylas,Caitlyn,Thresh,False
0,Jax,Nidalee,Akshan,MissFortune,Leona,Camille,Kayn,Zoe,Ziggs,Rakan,False
0,Camille,Qiyana,Vex,Jhin,Rakan,Gwen,Diana,Graves,Yasuo,Karma,False
0,Karma,Olaf,Irelia,Ezreal,Yuumi,Gragas,XinZhao,Yasuo,Jhin,Syndra,False
0,Sylas,LeeSin,Malphite,Kindred,Bard,Aatrox,Nidalee,Jayce,Jhin,Yuumi,True
0,Akshan,Ekko,Yasuo,KogMaw,Lulu,Teemo,LeeSin,Yone,Caitlyn,Lux,True
0,Darius,Talon,Galio,Jhin,Karma,Gragas,Nidalee,Renekton,Lucian,Yuumi,True
0,Jayce,XinZhao,Ryze,Kaisa,Camille,MonkeyKing,Graves,Syndra,Jhin,Leona,False
0,Akali,XinZhao,Sylas,Ashe,Pyke,Jayce,Talon,Galio,Ziggs,Rakan,False
0,Sylas,Gragas,Yasuo,Xayah,DrMundo,Irelia,Viego,Vex,Jinx,Lulu,True
0,Tryndamere,Diana,Irelia,Ziggs,Zac,Camille,Talon,Galio,Xayah,Karma,True
0,MonkeyKing,Talon,Sylas,Caitlyn,Lux,Aatrox,Zed,Syndra,Jhin,Pyke,True
0,Fiora,Viego,Vex,Ziggs,Leona,Gragas,Talon,Leblanc,Kaisa,Rakan,False
0,Renekton,LeeSin,Leblanc,Jhin,Rakan,Jax,JarvanIV,Zoe,Jinx,Thresh,True
0,Jayce,Graves,Ryze,Jhin,Nautilus,Irelia,LeeSin,Leblanc,Kalista,Thresh,True
0,Kennen,Zed,Akali,Samira,Rakan,Rumble,Talon,Galio,Caitlyn,Lux,False
0,Fiora,Talon,Rumble,Jhin,Xerath,Yone,Zed,Sylas,Aphelios,Sett,True
0,Gragas,Evelynn,Sett,Jhin,Galio,Kennen,LeeSin,Vayne,Aphelios,Rakan,False
0,Kennen,Zed,Kassadin,Xayah,Pyke,Viktor,LeeSin,Corki,Jinx,Karma,False
0,Darius,LeeSin,Sylas,Xayah,Karma,Gragas,Zac,Yasuo,Jhin,Leona,True
0,Tryndamere,Talon,Vex,MissFortune,Rakan,Kennen,Kindred,Kassadin,Jinx,Leona,False
0,Sylas,Graves,Yone,Jhin,Karma,Gragas,LeeSin,Akali,Caitlyn,Lux,False
0,Jayce,Hecarim,Azir,Jinx,Thresh,Poppy,XinZhao,Viktor,MissFortune,Leona,False
0,Akshan,Nocturne,Vex,Ziggs,Blitzcrank,Jax,LeeSin,Sylas,Caitlyn,Braum,False
0,Galio,Qiyana,Syndra,Xayah,Alistar,Yone,Graves,Leblanc,Samira,Gragas,False
0,Tryndamere,Kayn,Vex,Xayah,Rakan,Gragas,LeeSin,Syndra,Jhin,Karma,False
0,Kennen,LeeSin,Akshan,Caitlyn,Galio,Gwen,Hecarim,Yone,Ezreal,Rakan,True
0,Heimerdinger,Viego,Zoe,Caitlyn,Morgana,Kennen,XinZhao,Viktor,Jhin,Blitzcrank,False
0,Kennen,XinZhao,Yasuo,Jinx,Lulu,Heimerdinger,Hecarim,Yone,Ezreal,Yuumi,False
0,Galio,LeeSin,Sylas,Samira,Rakan,Gragas,Zed,Talon,Kaisa,Alistar,True
0,Irelia,RekSai,Malzahar,Caitlyn,Lux,Akshan,Trundle,Viktor,Jinx,Karma,False
0,Kindred,Qiyana,Akali,Xayah,Karma,Ornn,Talon,Zoe,Ezreal,Galio,False
0,Riven,Graves,Katarina,Aphelios,Thresh,Yone,Talon,AurelionSol,Jinx,Lulu,False
0,Akshan,LeeSin,Galio,Jinx,Thresh,Teemo,Nocturne,Zoe,Ezreal,Yuumi,False
0,Kennen,LeeSin,TwistedFate,Xayah,Trundle,Ryze,Graves,Jax,Jinx,Thresh,True
0,Kennen,Ekko,Akshan,Jinx,Rakan,Gwen,LeeSin,Syndra,Xayah,Trundle,False
0,Akshan,LeeSin,Sylas,Jhin,Rakan,Graves,Qiyana,Vex,Caitlyn,Morgana,True
0,Jax,Poppy,Vex,Xayah,Rakan,Camille,Graves,Ekko,Jinx,Zac,True
0,Graves,Poppy,Zoe,Jinx,Lulu,Kennen,Talon,Sylas,Jhin,Nautilus,True
0,Shyvana,Taliyah,Yone,Xayah,Rakan,Anivia,Talon,Sylas,Jinx,Thresh,False
0,Akshan,Graves,TwistedFate,Caitlyn,Lux,Tryndamere,Hecarim,Ryze,Jinx,Thresh,False
0,Irelia,Gragas,Qiyana,Jinx,Karma,Gwen,LeeSin,Viktor,Ezreal,Rakan,True
0,DrMundo,Kindred,TwistedFate,Jhin,Blitzcrank,Lillia,Graves,Sylas,Caitlyn,Nautilus,True
0,Irelia,Graves,Leblanc,Ezreal,Rakan,Fiora,Hecarim,Ryze,Jinx,Thresh,True
0,MonkeyKing,Graves,Sylas,Jinx,Yuumi,Akali,XinZhao,TwistedFate,Vayne,Lulu,True
0,Vayne,Graves,Akali,Lucian,Nami,Quinn,Gwen,Azir,Aphelios,Lulu,True
0,Yone,Poppy,Annie,Jhin,Gragas,Graves,LeeSin,Sett,Caitlyn,Lux,False
0,Akali,XinZhao,Akshan,Kalista,Thresh,Gwen,Nidalee,Renekton,Jhin,Karma,True
0,Jayce,Poppy,Vex,Ezreal,Gragas,Graves,Qiyana,Syndra,Jinx,Rakan,True
0,Graves,XinZhao,Leblanc,Caitlyn,Lux,Jax,RekSai,Lissandra,Jinx,Thresh,False
0,Nunu,Viego,TwistedFate,Yasuo,Yone,TahmKench,Graves,Lux,Caitlyn,Thresh,False
0,Fiora,XinZhao,Zilean,Xayah,TahmKench,Sejuani,Graves,Katarina,Caitlyn,Thresh,True
0,Tryndamere,Rumble,Jayce,Caitlyn,Lux,Gangplank,Viego,Syndra,Jhin,Thresh,True
0,Gragas,Graves,Yasuo,Jhin,Thresh,Jayce,Rumble,Yone,Jinx,Leona,True
0,Vayne,Talon,Leblanc,Jhin,Blitzcrank,Graves,LeeSin,Lissandra,Ezreal,Bard,False
0,Rumble,Talon,Galio,Tristana,Rakan,TahmKench,LeeSin,Sylas,Twitch,Lulu,False
0,Irelia,Talon,Yasuo,Jhin,Karma,Quinn,Diana,Graves,Caitlyn,Lux,False
0,Kennen,Talon,Lissandra,Caitlyn,Lux,Sylas,Gragas,Yasuo,Jhin,Rakan,False
0,Jax,Diana,Viktor,Yasuo,Alistar,Irelia,Ekko,Sylas,Caitlyn,Karma,False
0,Jax,LeeSin,Yone,Viktor,Lulu,Irelia,Viego,Leblanc,Samira,Rell,True
0,TahmKench,Viego,Galio,Jhin,Karma,Jayce,LeeSin,Sylas,Caitlyn,Lux,True
0,Fiora,LeeSin,TwistedFate,Aphelios,Rakan,Camille,Taliyah,Yone,Lucian,Yuumi,True
0,Rengar,Nidalee,Graves,Aphelios,Rakan,Sett,LeeSin,TwistedFate,Ezreal,Galio,False
0,Fiora,LeeSin,Vex,Ezreal,Alistar,Camille,Hecarim,Sylas,Syndra,Senna,True
0,Graves,Talon,Corki,Vayne,Nami,Rumble,Gragas,Yasuo,Lucian,Trundle,True
0,Jayce,XinZhao,Leblanc,Aphelios,Rakan,Lucian,Graves,Lissandra,Jinx,Thresh,False
0,Renekton,Nidalee,Qiyana,Jhin,Karma,Gragas,Graves,Vex,Vayne,Lulu,False
0,Gragas,Zed,TwistedFate,Xayah,Rakan,Jayce,Karthus,Yone,Jhin,Nautilus,True
0,Akshan,Nidalee,Yone,Jhin,Alistar,Gwen,Lillia,Irelia,Aphelios,Leona,True
0,Gragas,Graves,Vladimir,Xayah,Rakan,Akshan,Nocturne,Ryze,Kindred,Zilean,True
0,Jax,Viego,Lissandra,Kaisa,Rakan,Graves,Ekko,Akshan,Vayne,Nami,True
0,Draven,Ekko,Qiyana,Kalista,Neeko,Malphite,LeeSin,Zilean,Jhin,Rakan,True
0,Sylas,Zed,Graves,Kaisa,Nautilus,Jayce,Olaf,Taliyah,Ezreal,Karma,False
0,JarvanIV,XinZhao,Leblanc,Jinx,Rakan,Jayce,LeeSin,Vex,Jhin,Leona,False
0,Graves,Viego,Galio,Kalista,Thresh,Akali,Nocturne,Vex,Aphelios,Trundle,True
0,Kennen,XinZhao,Graves,Jinx,Vex,Yone,Ekko,Qiyana,Ezreal,Gragas,False
0,Kennen,Ekko,Akshan,MissFortune,JarvanIV,Gragas,Talon,Azir,Jinx,Thresh,True
0,Gragas,XinZhao,Yasuo,Jinx,Thresh,Darius,Nidalee,Qiyana,Ziggs,Blitzcrank,True
0,Graves,Hecarim,Seraphine,Zac,Senna,Yasuo,Taliyah,Akshan,Samira,Rell,True
0,Graves,Kindred,Zoe,Jhin,Karma,Akshan,LeeSin,Azir,Ezreal,Leona,False
0,Jax,Qiyana,Zoe,Caitlyn,Thresh,Camille,Graves,Sylas,Lucian,Nami,False
0,Gnar,Graves,Syndra,Velkoz,Rakan,Tryndamere,LeeSin,Vex,Vayne,Gragas,True
0,Renekton,Viego,Leblanc,Jinx,Lulu,Gnar,Poppy,Lissandra,Jhin,Rakan,True
0,Tristana,Viego,Leblanc,Aphelios,Thresh,Gragas,Shaco,Vex,Jinx,Braum,True
0,Gragas,LeeSin,Leblanc,Caitlyn,Thresh,Fiora,Viego,Lissandra,Jhin,Leona,True
0,Darius,LeeSin,Zoe,Aphelios,Lulu,Jax,Taliyah,Yone,Jhin,Zilean,True
0,Kennen,LeeSin,Leblanc,Aphelios,Zilean,Renekton,RekSai,Syndra,Kalista,Rakan,True
0,Vayne,Qiyana,Vex,Aphelios,Leona,Gangplank,Viego,Orianna,Jinx,Thresh,False
0,Camille,Gragas,Zed,MissFortune,Blitzcrank,Poppy,XinZhao,TwistedFate,Syndra,Yuumi,True
0,Irelia,LeeSin,Leblanc,Aphelios,Thresh,Yone,JarvanIV,Akali,Caitlyn,Maokai,True
0,TahmKench,RekSai,Leblanc,Aphelios,Alistar,Yone,Talon,Syndra,Samira,Gragas,True
0,Cassiopeia,LeeSin,TwistedFate,Jhin,Pyke,Graves,Karthus,Viego,Xayah,Leona,True
0,Jayce,JarvanIV,Leblanc,Xayah,Pyke,Graves,LeeSin,Syndra,Lucian,Nami,False
0,Sett,Gragas,Akshan,Jinx,Zilean,Camille,XinZhao,Annie,Aphelios,TahmKench,True
0,Gangplank,LeeSin,Azir,Aphelios,Lulu,Akali,Viego,Vex,Xayah,Karma,True
0,Sett,Taliyah,Renekton,MissFortune,Leona,Sion,Talon,Lissandra,Jhin,Syndra,True
0,Chogath,Kayn,TwistedFate,Xayah,Leona,Kennen,Talon,Sylas,MissFortune,Galio,False
0,Kennen,Qiyana,Leblanc,Lucian,Rakan,Akshan,Gragas,Zed,Xayah,Lux,False
0,Gnar,Elise,Akshan,Jhin,Amumu,Singed,Ekko,Zed,Xayah,Rakan,False
0,Vayne,Taliyah,Akali,MissFortune,Leona,Rengar,XinZhao,Ryze,Samira,Maokai,True
0,Kennen,Viego,Sylas,Jhin,Maokai,Jayce,Ekko,Irelia,Samira,Leona,True
0,Jayce,Zac,Syndra,Lucian,Nautilus,Kennen,Viego,Akshan,Samira,Rell,False
0,Kennen,Elise,Renekton,Caitlyn,Bard,Jayce,Talon,Ryze,Ezreal,Maokai,True
0,Camille,LeeSin,Vex,Xayah,Rakan,Jax,Gragas,Yasuo,Jhin,Zilean,True
0,Tryndamere,Nidalee,Qiyana,Xayah,Rakan,Kennen,XinZhao,Leblanc,Jhin,Alistar,True
0,Camille,RekSai,Sylas,Jinx,Karma,Aatrox,Ekko,Tryndamere,KogMaw,Lulu,False
0,Riven,Talon,TwistedFate,Jhin,Rakan,Camille,Taliyah,Sylas,Xayah,Galio,False
0,Kennen,Volibear,Yone,Jhin,Karma,JarvanIV,Taliyah,Renekton,Xayah,Leona,False
0,Graves,Talon,TwistedFate,Jhin,Rakan,Renekton,Taliyah,Ryze,Xayah,Leona,False
0,Renekton,Nidalee,Leblanc,Jinx,Lulu,Camille,Viego,TwistedFate,Caitlyn,Bard,False
0,Ornn,Graves,Vex,MissFortune,Karma,Jayce,Kindred,Zoe,Xayah,Leona,True
0,Renekton,XinZhao,Vex,Kalista,Galio,Akshan,Hecarim,Syndra,Xayah,Gragas,True
0,Pantheon,Nidalee,TwistedFate,Vayne,Lulu,Fiora,Shaco,Akshan,Xayah,Maokai,False
0,DrMundo,Hecarim,Ryze,Xayah,Karma,Kennen,LeeSin,Yone,Kaisa,Nautilus,True
0,Sett,Talon,Sylas,Jhin,Leona,Vayne,Ekko,Irelia,Xayah,Rakan,False
0,Jax,Talon,Sylas,Xayah,Alistar,Camille,Karthus,TwistedFate,Kalista,Maokai,True
0,Camille,Zac,Yone,Xayah,Braum,Graves,LeeSin,Galio,Jhin,Leona,True
0,Renekton,LeeSin,Orianna,Caitlyn,Nami,Lucian,Taliyah,Lissandra,Jhin,Karma,True
0,Renekton,LeeSin,TwistedFate,MissFortune,Lulu,Rumble,Kindred,Zoe,Jhin,Rakan,True
0,Rumble,Ekko,Pantheon,MissFortune,Maokai,Shen,Nidalee,Qiyana,Xayah,Lux,False
0,Aatrox,Graves,AurelionSol,Viktor,Rakan,Rengar,Ekko,Orianna,Ezreal,Leona,False
0,Jax,XinZhao,Syndra,Xayah,Rakan,Camille,Graves,Rumble,Jhin,Yuumi,True
0,Jayce,LeeSin,Galio,Jhin,Blitzcrank,Nocturne,Talon,TwistedFate,Jinx,Thresh,True
0,Riven,Karthus,Akshan,Xayah,Lux,Poppy,LeeSin,Galio,Aphelios,Blitzcrank,False
0,Jayce,LeeSin,Syndra,Samira,Nautilus,Irelia,Elise,Yone,Jhin,Lux,False
0,Jayce,Elise,Sylas,Aphelios,Thresh,Fiora,Nidalee,Qiyana,Jinx,Lulu,False
0,Sylas,LeeSin,Ryze,Jhin,Karma,Kennen,XinZhao,Katarina,Xayah,Bard,True
0,Camille,Viego,Vex,Xayah,Gragas,Tryndamere,XinZhao,TwistedFate,Jhin,Bard,False
0,Irelia,Poppy,Vex,Heimerdinger,Braum,Kennen,LeeSin,Orianna,Xayah,Nautilus,False
0,Renekton,JarvanIV,Syndra,Jhin,Lux,Gragas,Poppy,Zoe,MissFortune,Zac,False
0,Kennen,Viego,Yone,MissFortune,Maokai,Tryndamere,Poppy,Katarina,Jhin,Rakan,True
0,Sylas,Talon,Yasuo,Aphelios,Thresh,Shen,Hecarim,Lissandra,Caitlyn,Lux,True
0,Camille,Nidalee,Jayce,Lucian,Nami,Akshan,Viego,Vex,MissFortune,Alistar,False
0,Olaf,Gwen,Zoe,Twitch,Yuumi,Sett,Kindred,Ryze,Ezreal,Karma,True
0,Aatrox,Nidalee,Sylas,Caitlyn,Pyke,Camille,Graves,TwistedFate,Ezreal,Janna,False
0,Gwen,LeeSin,Galio,Aphelios,Pyke,DrMundo,JarvanIV,Vex,Caitlyn,Lux,True
0,Tryndamere,Hecarim,Zoe,MissFortune,Maokai,Renekton,LeeSin,TwistedFate,Jhin,Galio,False
0,Teemo,Talon,TwistedFate,Xayah,Leona,Akali,XinZhao,Galio,Ezreal,Karma,False
0,Aatrox,Gragas,Yasuo,Xayah,Rakan,Viego,Talon,Sylas,Ziggs,Pyke,True
0,DrMundo,Talon,Katarina,Ezreal,Leona,Renekton,Khazix,Zoe,Xayah,Alistar,True
0,Jax,Lillia,Qiyana,Ezreal,Pyke,Riven,Elise,Viego,Jhin,Nautilus,False
0,DrMundo,Gwen,TwistedFate,Xayah,Leona,Gangplank,Diana,Yasuo,Ziggs,Alistar,False
0,Gnar,Kindred,Diana,Aphelios,Lulu,Nocturne,Poppy,Katarina,Xayah,Velkoz,False
0,Malphite,Viego,Akali,Caitlyn,Blitzcrank,Jayce,Graves,Zoe,Ezreal,Lux,True
0,Malphite,Poppy,Syndra,Jhin,Seraphine,Camille,Viego,Akali,Xayah,Pyke,False
0,Camille,Poppy,Syndra,Jinx,Lulu,Fiora,Hecarim,Viego,Karthus,Pyke,True
0,Akshan,LeeSin,Zoe,Jhin,Gragas,Viego,Shaco,Leblanc,Aphelios,Thresh,True
0,Teemo,Hecarim,Zoe,Ezreal,Galio,Rumble,Rengar,Akali,Jhin,Xerath,True
0,Jayce,Ekko,Sett,Xayah,Thresh,Irelia,LeeSin,Vex,Kaisa,Pyke,False
0,Teemo,LeeSin,Leblanc,Kalista,Leona,Malphite,Talon,Zoe,Xayah,Nautilus,False
0,JarvanIV,LeeSin,Akali,Jhin,Zilean,Kennen,Talon,TwistedFate,Jinx,Thresh,False
0,Rakan,Graves,Zoe,Caitlyn,Galio,LeeSin,Talon,Xerath,Jhin,Gragas,True
0,Fiora,Viego,Sylas,Yasuo,Gragas,Camille,Zed,TwistedFate,Jinx,Galio,True
0,Renekton,LeeSin,Zoe,Jinx,Lulu,Akshan,Karthus,Yone,Jhin,Rakan,False
0,Yasuo,LeeSin,Zoe,Xerath,Nautilus,Graves,Zed,Leblanc,Jhin,Karma,True
0,Graves,Nunu,LeeSin,Ziggs,Thresh,Ryze,Hecarim,Leblanc,Jinx,Lulu,True
0,Jayce,Talon,Syndra,Jhin,Rakan,Tryndamere,Viego,Akali,Jinx,Lulu,False
0,Jayce,LeeSin,Corki,Jhin,Xerath,Gwen,Graves,Anivia,Aphelios,Karma,True
0,Jayce,Viego,Leblanc,Ezreal,Rakan,Gragas,Zed,Zoe,Jinx,JarvanIV,True
0,Gnar,LeeSin,Vex,Yasuo,Alistar,Gragas,Talon,Yone,Ezreal,Galio,True
0,MonkeyKing,Talon,Viktor,Tristana,Blitzcrank,Jayce,Viego,TwistedFate,Kaisa,Rakan,True
0,Jayce,Kindred,Sylas,Jinx,Thresh,Graves,LeeSin,Ryze,Caitlyn,Blitzcrank,False
0,Irelia,XinZhao,Vex,Heimerdinger,Pyke,Kennen,Talon,Sylas,Ezreal,DrMundo,False
0,Jayce,Ekko,Akali,Twitch,Soraka,Renekton,Nidalee,Yone,Samira,Leona,False
0,Sylas,LeeSin,Vex,Jinx,Lulu,Akshan,Talon,Viktor,Jhin,Gragas,False
0,Yone,XinZhao,Leblanc,Aphelios,Thresh,Renekton,Ekko,Zoe,Jinx,Nautilus,False
0,Irelia,Olaf,Akali,Aphelios,Thresh,Jayce,Diana,Yasuo,Jinx,Lulu,True
0,Jax,Taliyah,Zed,Jhin,DrMundo,Kennen,JarvanIV,Leblanc,Aphelios,Thresh,False
0,Ryze,Viego,LeeSin,Caitlyn,Lux,Kennen,Nidalee,Yasuo,Kaisa,Alistar,False
0,Jax,JarvanIV,TwistedFate,MissFortune,Leona,Yone,Graves,Sylas,Jhin,Rakan,False
0,Rengar,XinZhao,Ryze,Jinx,Lulu,Gwen,LeeSin,Taliyah,Ezreal,Pyke,True
0,Yone,Talon,Zoe,Xayah,Leblanc,Akali,Viego,Ryze,Ezreal,Bard,False
0,Graves,LeeSin,Katarina,Cassiopeia,Leona,Viktor,Viego,Ryze,Vayne,Braum,False
0,Irelia,Graves,Leblanc,Tristana,Rakan,0,Ekko,LeeSin,Jinx,Lulu,False
0,Jax,Zed,Anivia,Caitlyn,Thresh,Gragas,Gwen,Yone,Jhin,Nautilus,False
0,Jayce,Talon,Akali,MissFortune,Zac,Irelia,LeeSin,Ryze,Caitlyn,Leona,False
0,Irelia,Talon,Leblanc,Jinx,Thresh,Jayce,LeeSin,TwistedFate,Xayah,Lulu,True
0,Graves,Nidalee,Qiyana,Lucian,Nami,Rengar,Talon,Galio,Syndra,Leona,False
0,Graves,Kindred,Zoe,Jhin,Karma,Akshan,LeeSin,Azir,Ezreal,Leona,False
0,Riven,Udyr,Vex,Draven,XinZhao,Aatrox,Elise,Orianna,Jhin,Lulu,False
0,Lulu,Graves,Zoe,Ezreal,Blitzcrank,Garen,Warwick,Sylas,Samira,Swain,True
0,Jayce,Zac,Skarner,Aphelios,Leona,Sejuani,Qiyana,Zed,Ashe,Soraka,False
0,Khazix,Hecarim,LeeSin,Ezreal,Zilean,Akali,Viego,Yasuo,Xayah,Galio,False
0,Ryze,Shaco,Yasuo,Ziggs,Twitch,Teemo,Warwick,Quinn,Lucian,Veigar,True
0,Renekton,Graves,Viktor,Caitlyn,Lux,Cassiopeia,Volibear,Syndra,Xayah,Yuumi,True
0,Kennen,LeeSin,Lucian,Aphelios,Bard,Graves,Gragas,Karma,Jhin,Lulu,False
0,Camille,Talon,Akali,Seraphine,Bard,Aatrox,Zac,Sylas,Aphelios,Rakan,True
0,Fiora,Talon,Zilean,Seraphine,Bard,Camille,LeeSin,Kennen,Aphelios,Maokai,False
0,Shen,Taliyah,Zed,Xayah,Blitzcrank,Graves,Nidalee,Poppy,Twitch,Rakan,True
0,Renekton,Ekko,Katarina,Jhin,Zac,Graves,Nidalee,Jayce,MissFortune,Lux,True
0,Tryndamere,XinZhao,Seraphine,Ziggs,Pyke,Vayne,LeeSin,Vex,Jhin,Rakan,False
0,Camille,Talon,Lissandra,Ezreal,Rakan,Yone,RekSai,Leblanc,Jinx,Karma,False
0,Jayce,Graves,Leblanc,Ziggs,Maokai,Malphite,JarvanIV,Sylas,Jhin,Rakan,True
0,Vayne,Graves,Yone,Ziggs,Bard,Draven,Poppy,Zoe,Lucian,Nami,False
0,Rumble,Nunu,LeeSin,Draven,Lulu,Irelia,RekSai,Leblanc,Aphelios,Karma,True
0,Kennen,XinZhao,Leblanc,Jinx,Thresh,JarvanIV,Taliyah,Yone,Aphelios,Lulu,True
0,Camille,Diana,LeeSin,Ezreal,Pyke,Renekton,Karthus,Poppy,Yasuo,Gragas,False
0,Graves,Talon,DrMundo,Syndra,Lulu,Kennen,Viego,Jayce,Jhin,Nautilus,False
0,Camille,Graves,Zoe,Jhin,Galio,Jax,Kayn,Leblanc,Kaisa,Pyke,True
0,Renekton,Ekko,Zoe,Ezreal,Karma,Jayce,LeeSin,Vex,Aphelios,Nautilus,True
0,Renekton,Nidalee,Zed,Lucian,Alistar,Volibear,Graves,Leblanc,Jhin,Leona,False
0,Camille,Talon,Akshan,Seraphine,Amumu,Fiora,Poppy,Vex,Jhin,Leona,False
0,Poppy,Viego,TwistedFate,Jhin,Rakan,Graves,LeeSin,Leblanc,Tryndamere,Karma,False
0,Jayce,Chogath,Vex,Kindred,Thresh,Cassiopeia,Graves,Zoe,Lucian,Blitzcrank,True
0,Renekton,Graves,Vayne,Karma,Leona,Gnar,Ekko,Yone,MissFortune,Rakan,True
0,Gwen,Talon,TwistedFate,Samira,Alistar,Renekton,Hecarim,Galio,Xayah,Rakan,False
0,Urgot,Talon,TwistedFate,Xayah,Maokai,Camille,Ekko,Qiyana,Ezreal,Yuumi,True
0,Tryndamere,LeeSin,Leblanc,Caitlyn,Lux,Jayce,Talon,Sylas,Jhin,Zyra,False
0,Gwen,Kayn,Talon,Jhin,Zyra,Kennen,Viego,Syndra,Lucian,Nami,True
0,Kennen,LeeSin,Orianna,Jinx,Alistar,Renekton,Poppy,TwistedFate,Samira,Leona,True
0,Renekton,LeeSin,Galio,Lucian,Braum,Jayce,Poppy,Syndra,Ezreal,Leona,False
0,Graves,Hecarim,Lissandra,Varus,Pyke,Akali,LeeSin,Leblanc,Aphelios,Thresh,False
0,Fiora,Graves,Zoe,Jhin,Gragas,Camille,XinZhao,Galio,Lucian,Nami,False
0,Tryndamere,Talon,Ryze,Aphelios,Leona,Kennen,Ekko,Yone,Jhin,Alistar,False
0,Kennen,LeeSin,Yone,Lucian,Nami,Akshan,Poppy,Kassadin,Varus,Lulu,True
0,Jax,Talon,Azir,Jhin,Xerath,Jayce,Nidalee,Zoe,Lucian,Nautilus,False
0,Irelia,Talon,Leblanc,Aphelios,Lulu,Jayce,Hecarim,Lissandra,Jhin,Xerath,False
0,TahmKench,Nidalee,Graves,Lucian,Alistar,Kennen,XinZhao,TwistedFate,Samira,Rell,True
0,Kennen,Viego,TwistedFate,Aphelios,Taric,Sylas,Graves,Orianna,Jhin,Lulu,False
0,Sylas,Talon,Zoe,Xayah,Rakan,Kennen,Gragas,Yasuo,Aphelios,Lulu,False
0,Shen,JarvanIV,TwistedFate,Caitlyn,Lux,Gragas,Olaf,Zed,Lucian,Yuumi,True
0,Kennen,Hecarim,Yone,Jhin,Leona,Camille,Talon,Orianna,Xayah,Alistar,True
0,Gragas,LeeSin,Galio,Kindred,Rell,Jayce,Nidalee,Aatrox,MissFortune,Zyra,True
0,Jayce,Zed,Sylas,Tryndamere,Galio,Kennen,Lillia,Anivia,MissFortune,Leona,False
0,Kennen,Hecarim,Yasuo,Caitlyn,Anivia,Poppy,Nidalee,Akshan,Ezreal,Rakan,False
0,Tryndamere,Viego,Azir,MissFortune,Blitzcrank,Graves,Talon,Galio,Ezreal,Nautilus,True
0,Jayce,Lillia,Akshan,Jhin,Rakan,Cassiopeia,LeeSin,Yasuo,Corki,Karma,False
0,Jayce,Lillia,Pyke,Jhin,Bard,Graves,Viego,Corki,Xayah,Lulu,False
0,Poppy,Viego,Ryze,Aphelios,Rakan,Jayce,Kindred,TwistedFate,Xayah,Leona,True
0,Ornn,Viego,TwistedFate,Lucian,Karma,Jayce,Ekko,Galio,Aphelios,Yuumi,True
0,Jayce,Graves,TwistedFate,Jinx,Thresh,Malphite,Talon,Sylas,Samira,Amumu,True
0,JarvanIV,LeeSin,Vex,KogMaw,Maokai,Kennen,Kindred,Taliyah,Jinx,Braum,False
0,Cassiopeia,XinZhao,Zoe,Jinx,Blitzcrank,Rumble,Graves,Ryze,Jhin,Rakan,True
0,Gragas,LeeSin,Katarina,Aphelios,Thresh,Kennen,XinZhao,Leblanc,Kaisa,Leona,True
0,Kennen,XinZhao,Yasuo,Jhin,Leona,Camille,Graves,Corki,Ziggs,Alistar,True
0,Aatrox,LeeSin,Vex,MissFortune,Pyke,Kennen,Nidalee,Yasuo,Jhin,Yuumi,False
0,Ornn,LeeSin,Sylas,Kaisa,Leona,Fiora,Nidalee,Yone,Jinx,Braum,True
0,Fiora,Nidalee,LeeSin,Vayne,Karma,Quinn,Zac,Zoe,Xayah,Leona,False
